,Album,Artist,Metascore,User Score,Release Date,Summary,Link to Album Page,Link to Artist Page,Publisher,Link to Publisher Page,Album Cover Image,Album Genres,No. of Critic Reviews,Link to Critic Reviews,No. of User Reviews,Link to User Reviews,Link to more Details and Album Credits,Amazon Link
70,Sir Lucious Left Foot: The Son of Chico Dusty,Big Boi,90,8.7,"July 6, 2010","OutKast's Big Boi goes solo with an album featuring guest appearances from such artists as Jamie Foxx, Janelle Monae, B.o.B., Gucci Mane, Too Short, and George Clinton.",https://www.metacritic.com/music/sir-lucious-left-foot-the-son-of-chico-dusty/big-boi,https://www.metacritic.com/person/big-boi,Def Jam,['https://www.metacritic.com/company/def-jam'],Def Jam,"Genre(s): 
Rap
Pop/Rock",33,https://www.metacritic.com/music/sir-lucious-left-foot-the-son-of-chico-dusty/big-boi/critic-reviews,183 Ratings,https://www.metacritic.com/music/sir-lucious-left-foot-the-son-of-chico-dusty/big-boi/user-reviews,https://www.metacritic.com/music/sir-lucious-left-foot-the-son-of-chico-dusty/big-boi/details,http://www.amazon.com/Lucious-Left-Foot-Chico-Dusty/dp/B003FGWSL0%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB003FGWSL0
71,Psychodrama,Dave,90,8.0,"March 8, 2019",The debut full-length studio release for the British rapper features guest appearances from Burna Boy and J Hus.,https://www.metacritic.com/music/psychodrama/dave,https://www.metacritic.com/person/dave,N/A,['https://www.metacritic.com/company/na'],N/A,"Genre(s): 
Rap",10,https://www.metacritic.com/music/psychodrama/dave/critic-reviews,196 Ratings,https://www.metacritic.com/music/psychodrama/dave/user-reviews,https://www.metacritic.com/music/psychodrama/dave/details,https://www.amazon.com/dp/B07NS5FDZZ%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB07NS5FDZZ
72,Untrue,Burial,90,8.0,"November 6, 2007",The second album for the London-based anonymous dubstep artist.,https://www.metacritic.com/music/untrue/burial,https://www.metacritic.com/person/burial,Hyperdub,['https://www.metacritic.com/company/hyperdub'],Hyperdub,"Genre(s): 
Indie
Electronic
Alternative",23,https://www.metacritic.com/music/untrue/burial/critic-reviews,467 Ratings,https://www.metacritic.com/music/untrue/burial/user-reviews,https://www.metacritic.com/music/untrue/burial/details,
73,græ,Moses Sumney,90,8.5,"May 15, 2020","The double album (released also as two separate EPs] for the experimental artist features a guest appearance from Jill Scott and elements of folk, jazz, indie rock, pop, and soul music.",https://www.metacritic.com/music/gra/moses-sumney,https://www.metacritic.com/person/moses-sumney,Jagjaguwar,['https://www.metacritic.com/company/jagjaguwar'],Jagjaguwar,"Genre(s): 
Pop/Rock",17,https://www.metacritic.com/music/gra/moses-sumney/critic-reviews,71 Ratings,https://www.metacritic.com/music/gra/moses-sumney/user-reviews,https://www.metacritic.com/music/gra/moses-sumney/details,https://www.amazon.com/dp/B07ZQXW9KR%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB07ZQXW9KR
74,XTRMNTR,Primal Scream,90,8.8,"May 2, 2000","Bobby Gillespie & co. expand on the harder-edged punk/electronica sound of their previous effort, 'Vanishing Point,' with their most violent effort to date, earning rave reviews in the process and perhaps matching the success of their classic 'Screamadelica.' Contributors here include David Holmes, Bernard Sumner, Kevin Shields and the Chemical Brothers.",https://www.metacritic.com/music/xtrmntr/primal-scream,https://www.metacritic.com/person/primal-scream,Astralwerks,['https://www.metacritic.com/company/astralwerks'],Astralwerks,"Genre(s): 
Rock
Alternative",16,https://www.metacritic.com/music/xtrmntr/primal-scream/critic-reviews,58 Ratings,https://www.metacritic.com/music/xtrmntr/primal-scream/user-reviews,https://www.metacritic.com/music/xtrmntr/primal-scream/details,
75,Spaces,Nils Frahm,90,8.5,"November 19, 2013","Described as a field recording, this latest release from the Berlin-based composer was recorded over two years at various locations with different methods including cassette recordings.",https://www.metacritic.com/music/spaces/nils-frahm,https://www.metacritic.com/person/nils-frahm,Erased Tapes Records,['https://www.metacritic.com/company/erased-tapes-records'],Erased Tapes Records,"Genre(s): 
Avant-Garde
Pop/Rock",15,https://www.metacritic.com/music/spaces/nils-frahm/critic-reviews,59 Ratings,https://www.metacritic.com/music/spaces/nils-frahm/user-reviews,https://www.metacritic.com/music/spaces/nils-frahm/details,http://www.amazon.com/Spaces-Nils-Frahm/dp/B00FEXUB66%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00FEXUB66
76,Z,My Morning Jacket,90,8.4,"October 4, 2005","For their fourth album, produced by John Leckie, the Kentucky band sports a new keyboardist and guitarist.",https://www.metacritic.com/music/z/my-morning-jacket,https://www.metacritic.com/person/my-morning-jacket,ATO,['https://www.metacritic.com/company/ato'],ATO,"Genre(s): 
Indie
Rock",31,https://www.metacritic.com/music/z/my-morning-jacket/critic-reviews,249 Ratings,https://www.metacritic.com/music/z/my-morning-jacket/user-reviews,https://www.metacritic.com/music/z/my-morning-jacket/details,
77,St. Vincent,St. Vincent,89,8.6,"February 25, 2014",The fourth full-length release for the indie artist was produced by John Congleton and includes contributions from Dap-Kings drummer Homer Steinweiss and Midlake's McKenzie Smith.,https://www.metacritic.com/music/st-vincent/st-vincent,https://www.metacritic.com/person/st-vincent,Loma Vista Recordings,['https://www.metacritic.com/company/loma-vista-recordings'],Loma Vista Recordings,"Genre(s): 
Pop/Rock
Alternative/Indie Rock",40,https://www.metacritic.com/music/st-vincent/st-vincent/critic-reviews,455 Ratings,https://www.metacritic.com/music/st-vincent/st-vincent/user-reviews,https://www.metacritic.com/music/st-vincent/st-vincent/details,http://www.amazon.com/St-Vincent/dp/B00H7MW2SM%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00H7MW2SM
78,The Dusk in Us,Converge,89,7.7,"November 3, 2017","The ninth full-length release for the Massachusetts metalcore band was mixed by the band's guitarist, Kurt Ballou.",https://www.metacritic.com/music/the-dusk-in-us/converge,https://www.metacritic.com/person/converge,Epitaph,['https://www.metacritic.com/company/epitaph'],Epitaph,"Genre(s): 
Pop/Rock",18,https://www.metacritic.com/music/the-dusk-in-us/converge/critic-reviews,62 Ratings,https://www.metacritic.com/music/the-dusk-in-us/converge/user-reviews,https://www.metacritic.com/music/the-dusk-in-us/converge/details,https://www.amazon.com/Dusk-Us-Converge/dp/B074T6TMQ2?SubscriptionId=AKIAJHSMUOWEQCQ7QDAQ&tag=metacritic-music-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B074T6TMQ2
79,Like a Rose,Ashley Monroe,89,7.1,"March 5, 2013","The second solo album for the Pistol Annies member includes songs co-written with such artists as Sally Barris, Guy Clark, Vince Gill, Lori McKenna, and Jon Randall.",https://www.metacritic.com/music/like-a-rose/ashley-monroe,https://www.metacritic.com/person/ashley-monroe,Warner Bros.,['https://www.metacritic.com/company/warner-bros'],Warner Bros.,"Genre(s): 
Country",9,https://www.metacritic.com/music/like-a-rose/ashley-monroe/critic-reviews,32 Ratings,https://www.metacritic.com/music/like-a-rose/ashley-monroe/user-reviews,https://www.metacritic.com/music/like-a-rose/ashley-monroe/details,http://www.amazon.com/Like-A-Rose-Ashley-Monroe/dp/B00B2M7BMK%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00B2M7BMK
80,RTJ2,Run the Jewels,89,8.8,"October 27, 2014","The latest release from Killer Mike and El-P features collaborations with Travis Barker of Blink-182, Diane Coffee, and Zack de la Rocha formerly of Rage Against the Machine.",https://www.metacritic.com/music/rtj2/run-the-jewels,https://www.metacritic.com/person/run-the-jewels,Mass Appeal,['https://www.metacritic.com/company/mass-appeal'],Mass Appeal,"Genre(s): 
Rap
Pop/Rock
Southern Rap
Alternative Rap
Underground Rap
Hardcore Rap",35,https://www.metacritic.com/music/rtj2/run-the-jewels/critic-reviews,461 Ratings,https://www.metacritic.com/music/rtj2/run-the-jewels/user-reviews,https://www.metacritic.com/music/rtj2/run-the-jewels/details,http://www.amazon.com/Run-Jewels-2/dp/B00NIR8E4Q%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00NIR8E4Q
81,Rounds,Four Tet,89,8.4,"May 6, 2003",The sample-based indietronica LP 'Rounds' is the third solo effort for Fridge's Kieran Hebden.,https://www.metacritic.com/music/rounds/four-tet,https://www.metacritic.com/person/four-tet,Domino,['https://www.metacritic.com/company/domino'],Domino,"Genre(s): 
Indie
Electronic",26,https://www.metacritic.com/music/rounds/four-tet/critic-reviews,45 Ratings,https://www.metacritic.com/music/rounds/four-tet/user-reviews,https://www.metacritic.com/music/rounds/four-tet/details,
82,Neon Golden,The Notwist,89,8.8,"February 25, 2003","This breaktrhough sixth album for the German band combines a variety of disparate elements, most notably moody indie rock and glitchy electronica (think Hood's Cold House), to great effect.",https://www.metacritic.com/music/neon-golden/the-notwist,https://www.metacritic.com/person/the-notwist,City Slang / Domino,['https://www.metacritic.com/company/city-slang-domino'],City Slang / Domino,"Genre(s): 
Indie
Rock
Electronic",20,https://www.metacritic.com/music/neon-golden/the-notwist/critic-reviews,71 Ratings,https://www.metacritic.com/music/neon-golden/the-notwist/user-reviews,https://www.metacritic.com/music/neon-golden/the-notwist/details,
83,Since I Left You,The Avalanches,89,8.9,"November 6, 2001","This sample-driven Austrialian dance outfit scored a hit in its homeland with this, its debut full-length release (following three EP releases since 1997). The UK music press created a publicity avalanche for the band in the Spring of 2001, as the album picked up strong reviews (quotes from some appear below) and was featured in numerous articles. Packed with over 600 samples of recordings dating from the 1950's to the present (each one credited in the liner notes!) as well as original instrumentation, 'Since I Left You' is a varied and unique record.",https://www.metacritic.com/music/since-i-left-you/the-avalanches,https://www.metacritic.com/person/the-avalanches,London-Sire / Modular / XL Recordings,['https://www.metacritic.com/company/london-sire-modular-xl-recordings'],London-Sire / Modular / XL Recordings,"Genre(s): 
Dance
Electronic",21,https://www.metacritic.com/music/since-i-left-you/the-avalanches/critic-reviews,180 Ratings,https://www.metacritic.com/music/since-i-left-you/the-avalanches/user-reviews,https://www.metacritic.com/music/since-i-left-you/the-avalanches/details,
84,Honey,Robyn,89,8.5,"October 26, 2018","The first full-length release in eight years for the Swedish  artist features contributions from with Joseph Mount of Metronomy, Klas Åhlund, Adam Bainbridge, Mr. Tophat, and Zhal.",https://www.metacritic.com/music/honey/robyn,https://www.metacritic.com/person/robyn,Interscope,['https://www.metacritic.com/company/interscope'],Interscope,"Genre(s): 
Pop
Pop/Rock
Left-Field Pop",22,https://www.metacritic.com/music/honey/robyn/critic-reviews,223 Ratings,https://www.metacritic.com/music/honey/robyn/user-reviews,https://www.metacritic.com/music/honey/robyn/details,https://www.amazon.com/Honey-Robyn/dp/B07HSLV8YV?SubscriptionId=AKIAJHSMUOWEQCQ7QDAQ&tag=metacritic-music-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07HSLV8YV
85,"Eternity, In Your Arms",Creeper,89,7.7,"March 24, 2017",The debut full-length release for the British punk rock band is a concept album about a paranormal investigator.,https://www.metacritic.com/music/eternity-in-your-arms/creeper,https://www.metacritic.com/person/creeper,Warner Bros.,['https://www.metacritic.com/company/warner-bros'],Warner Bros.,"Genre(s): 
Pop/Rock
Alternative/Indie Rock",8,https://www.metacritic.com/music/eternity-in-your-arms/creeper/critic-reviews,65 Ratings,https://www.metacritic.com/music/eternity-in-your-arms/creeper/user-reviews,https://www.metacritic.com/music/eternity-in-your-arms/creeper/details,https://www.amazon.com/Eternity-Your-Arms-Explicit-Creeper/dp/B01M0O2LNP%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01M0O2LNP
86,Kiwanuka,Michael Kiwanuka,89,8.4,"November 1, 2019",The third full-length release for the indie singer-songwriter was produced by by Danger Mouse and Inflo.,https://www.metacritic.com/music/kiwanuka/michael-kiwanuka,https://www.metacritic.com/person/michael-kiwanuka,Interscope,['https://www.metacritic.com/company/interscope'],Interscope,"Genre(s): 
Pop/Rock",21,https://www.metacritic.com/music/kiwanuka/michael-kiwanuka/critic-reviews,89 Ratings,https://www.metacritic.com/music/kiwanuka/michael-kiwanuka/user-reviews,https://www.metacritic.com/music/kiwanuka/michael-kiwanuka/details,https://www.amazon.com/KIWANUKA-Michael-Kiwanuka/dp/B07WWSKC3F?SubscriptionId=AKIAJHSMUOWEQCQ7QDAQ&tag=metacritic-music-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07WWSKC3F
87,Modern Times,Bob Dylan,89,8.5,"August 29, 2006",Dylan's first studio release since his 2001 hit 'Love And Theft' is his 44th album overall.,https://www.metacritic.com/music/modern-times/bob-dylan,https://www.metacritic.com/person/bob-dylan,Sony,['https://www.metacritic.com/company/sony'],Sony,"Genre(s): 
Rock",29,https://www.metacritic.com/music/modern-times/bob-dylan/critic-reviews,288 Ratings,https://www.metacritic.com/music/modern-times/bob-dylan/user-reviews,https://www.metacritic.com/music/modern-times/bob-dylan/details,
88,LEGACY! LEGACY!,Jamila Woods,89,8.0,"May 10, 2019","The second full-length release for the Chicago R&B artist features guest appearances from Jasminfire, Nitty Scott, Saba, Nico Segal, and theMIND.",https://www.metacritic.com/music/legacy!-legacy!/jamila-woods,https://www.metacritic.com/person/jamila-woods,Jagjaguwar,['https://www.metacritic.com/company/jagjaguwar'],Jagjaguwar,"Genre(s): 
R&B",19,https://www.metacritic.com/music/legacy!-legacy!/jamila-woods/critic-reviews,78 Ratings,https://www.metacritic.com/music/legacy!-legacy!/jamila-woods/user-reviews,https://www.metacritic.com/music/legacy!-legacy!/jamila-woods/details,https://www.amazon.com/Legacy-JAMILA-WOODS/dp/B07NBD2MPX?SubscriptionId=AKIAJHSMUOWEQCQ7QDAQ&tag=metacritic-music-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07NBD2MPX
89,Apex Predator - Easy Meat,Napalm Death,89,7.2,"January 27, 2015",The 15th studio release for the British grindcore band was produced by Russ Russell.,https://www.metacritic.com/music/apex-predator---easy-meat/napalm-death,https://www.metacritic.com/person/napalm-death,Century Media,['https://www.metacritic.com/company/century-media'],Century Media,"Genre(s): 
Pop/Rock
Heavy Metal",15,https://www.metacritic.com/music/apex-predator---easy-meat/napalm-death/critic-reviews,58 Ratings,https://www.metacritic.com/music/apex-predator---easy-meat/napalm-death/user-reviews,https://www.metacritic.com/music/apex-predator---easy-meat/napalm-death/details,http://www.amazon.com/Apex-Predator-Easy-Napalm-Death/dp/B00QKMCTCO%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00QKMCTCO
90,HoboSapiens,John Cale,89,8.2,"September 7, 2004","Produced by Nick Franglen of Lemon Jelly, 'Hobo Sapiens' finds the 61-year-old Cale still willing to explore new musical territory. Note that none of the 12 songs here were on the ""5 Tracks"" EP released earlier in 2003.",https://www.metacritic.com/music/hobosapiens/john-cale,https://www.metacritic.com/person/john-cale,EMI / Or Music,['https://www.metacritic.com/company/emi-or-music'],EMI / Or Music,"Genre(s): 
Rock
Alternative",16,https://www.metacritic.com/music/hobosapiens/john-cale/critic-reviews,16 Ratings,https://www.metacritic.com/music/hobosapiens/john-cale/user-reviews,https://www.metacritic.com/music/hobosapiens/john-cale/details,
91,Miss E... So Addictive,Missy Elliott,89,8.6,"May 15, 2001","This is the third album for Missy ""Misdemeanor"" Elliott, and it again features the acclaimed production work of Timbaland. Guests include Busta Rhymes, Redman, Method Man, Ludacris, Eve, Jay-Z, and Ginuwine.",https://www.metacritic.com/music/miss-e-so-addictive/missy-elliott,https://www.metacritic.com/person/missy-elliott,Elektra/Asylum,['https://www.metacritic.com/company/elektraasylum'],Elektra/Asylum,"Genre(s): 
Rap",16,https://www.metacritic.com/music/miss-e-so-addictive/missy-elliott/critic-reviews,84 Ratings,https://www.metacritic.com/music/miss-e-so-addictive/missy-elliott/user-reviews,https://www.metacritic.com/music/miss-e-so-addictive/missy-elliott/details,
92,Bloodmoon: I,Converge,89,7.3,"November 19, 2021","The debut full-length collaboration between Converge, Chelsea Wolfe, Ben Chisholm, and Steve Brodsky began recording in 2019 but was completed remotely due to the COVID-19 pandemic.",https://www.metacritic.com/music/bloodmoon-i/converge,https://www.metacritic.com/person/converge,Epitaph,['https://www.metacritic.com/company/epitaph'],Epitaph,"Genre(s): 
Pop/Rock
Alternative/Indie Rock
Heavy Metal
Doom Metal
Goth Metal
Metalcore",10,https://www.metacritic.com/music/bloodmoon-i/converge/critic-reviews,21 Ratings,https://www.metacritic.com/music/bloodmoon-i/converge/user-reviews,https://www.metacritic.com/music/bloodmoon-i/converge/details,https://www.amazon.com/dp/B09HCQ2DRG?tag=metacritic-music-20&linkCode=osi&th=1&psc=1
93,RTJ4,Run the Jewels,89,8.9,"June 3, 2020","Released a few days early (for free on their website), the fourth full-length studio album for the rap duo features guest appearances from 2 Chainz, Zack de la Rocha, DJ Premier, Josh Homme, Greg Nice, Mavis Staples, and Pharrell Williams.",https://www.metacritic.com/music/rtj4/run-the-jewels,https://www.metacritic.com/person/run-the-jewels,BMG,['https://www.metacritic.com/company/bmg'],BMG,"Genre(s): 
Rap",26,https://www.metacritic.com/music/rtj4/run-the-jewels/critic-reviews,310 Ratings,https://www.metacritic.com/music/rtj4/run-the-jewels/user-reviews,https://www.metacritic.com/music/rtj4/run-the-jewels/details,https://www.amazon.com/dp/B087YZ2CH2%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB087YZ2CH2
94,Sawayama,Rina Sawayama,89,9.1,"April 17, 2020","The debut full-length studio release for the Japanese-British pop artist features production from Clarence Clarity, Nate Company, Bram Inscore, and Nicole Morier.",https://www.metacritic.com/music/sawayama/rina-sawayama,https://www.metacritic.com/person/rina-sawayama,Dirty Hit,['https://www.metacritic.com/company/dirty-hit'],Dirty Hit,"Genre(s): 
Pop/Rock",14,https://www.metacritic.com/music/sawayama/rina-sawayama/critic-reviews,1052 Ratings,https://www.metacritic.com/music/sawayama/rina-sawayama/user-reviews,https://www.metacritic.com/music/sawayama/rina-sawayama/details,https://www.amazon.com/dp/B083FDX8HN%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB083FDX8HN
95,Black Origami,Jlin,89,7.1,"May 19, 2017","The second full-length release for the electronic producer features contributions from William Basinski, Dope Saint Jude, Fawkes, and Holly Herndon.",https://www.metacritic.com/music/black-origami/jlin,https://www.metacritic.com/person/jlin,Planet Mu,['https://www.metacritic.com/company/planet-mu'],Planet Mu,"Genre(s): 
Electronic
Pop/Rock
Techno Bass
Juke/Footwork",15,https://www.metacritic.com/music/black-origami/jlin/critic-reviews,83 Ratings,https://www.metacritic.com/music/black-origami/jlin/user-reviews,https://www.metacritic.com/music/black-origami/jlin/details,http://www.amazon.com/dp/B06XGX4MS3%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB06XGX4MS3
96,"Bachelor No. 2 (or, the last remains of the dodo)",Aimee Mann,89,8.6,"May 2, 2000","The third solo release from the former 'Til Tuesday leader finally made it to record stores in May 2000, after a long journey that saw Interscope refuse to release the album and Mann issue it on her own SuperEgo label (after selling it through mail order and at her live performances). All's well that ends well, though, as Mann gained widespread acclaim for her soundtrack to P.T. Anderson's film ""Magnolia"" and even better reviews for this album, which contains four of the tracks from the soundtrack as well as nine additional songs.",https://www.metacritic.com/music/bachelor-no-2-or-the-last-remains-of-the-dodo/aimee-mann,https://www.metacritic.com/person/aimee-mann,Superego,['https://www.metacritic.com/company/superego'],Superego,"Genre(s): 
Rock
Pop
Alternative",13,https://www.metacritic.com/music/bachelor-no-2-or-the-last-remains-of-the-dodo/aimee-mann/critic-reviews,34 Ratings,https://www.metacritic.com/music/bachelor-no-2-or-the-last-remains-of-the-dodo/aimee-mann/user-reviews,https://www.metacritic.com/music/bachelor-no-2-or-the-last-remains-of-the-dodo/aimee-mann/details,
97,All Mirrors,Angel Olsen,89,7.8,"October 4, 2019","The fourth full-length studio release from the North Carolina-based indie folk singer-songwriter features arrangements and production by Ben Babbitt, Jherek Bischoff, and John Congelton.",https://www.metacritic.com/music/all-mirrors/angel-olsen,https://www.metacritic.com/person/angel-olsen,Jagjaguwar,['https://www.metacritic.com/company/jagjaguwar'],Jagjaguwar,"Genre(s): 
Pop/Rock",28,https://www.metacritic.com/music/all-mirrors/angel-olsen/critic-reviews,268 Ratings,https://www.metacritic.com/music/all-mirrors/angel-olsen/user-reviews,https://www.metacritic.com/music/all-mirrors/angel-olsen/details,https://www.amazon.com/All-Mirrors-Angel-Olsen/dp/B07VRCNCW5?SubscriptionId=AKIAJHSMUOWEQCQ7QDAQ&tag=metacritic-music-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07VRCNCW5
98,For Those I Love,For Those I Love,89,7.7,"March 26, 2021",This is the debut full-length release for the solo project of Dublin-based producer David Balfe.,https://www.metacritic.com/music/for-those-i-love/for-those-i-love,https://www.metacritic.com/person/for-those-i-love,September Recordings,['https://www.metacritic.com/company/september-recordings'],September Recordings,"Genre(s): 
Electronic",10,https://www.metacritic.com/music/for-those-i-love/for-those-i-love/critic-reviews,32 Ratings,https://www.metacritic.com/music/for-those-i-love/for-those-i-love/user-reviews,https://www.metacritic.com/music/for-those-i-love/for-those-i-love/details,https://www.amazon.com/dp/B08W7SQ8HM?tag=metacritic-music-20&linkCode=osi&th=1&psc=1
99,Shortly After Takeoff,BC Camplight,89,8.1,"April 24, 2020","The final release for Brian Christinzio's ""Manchester Trilogy"" features contributions from Adam Dawson and Francesca Pidgeon.",https://www.metacritic.com/music/shortly-after-takeoff/bc-camplight,https://www.metacritic.com/person/bc-camplight,Bella Union,['https://www.metacritic.com/company/bella-union'],Bella Union,"Genre(s): 
Pop/Rock
Alternative/Indie Rock",10,https://www.metacritic.com/music/shortly-after-takeoff/bc-camplight/critic-reviews,43 Ratings,https://www.metacritic.com/music/shortly-after-takeoff/bc-camplight/user-reviews,https://www.metacritic.com/music/shortly-after-takeoff/bc-camplight/details,https://www.amazon.com/dp/B084CRKJRS%3FSubscriptionId%3DAKIAJHSMUOWEQCQ7QDAQ%26tag%3Dmetacritic-music-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB084CRKJRS
